exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim
21,C4,R2,G1,20,0.6522045855379189,0.48847066512861925,1.0,0.36243386243386244,58.44383803027193
