exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim,faithfulness,context_precision,answer_correctness
3,C1,R2,G1,30,0.886904761904762,0.6377995110631665,1.0,0.35714588759480403,56.56964942118192,0.6248344370860928,0.6674006622516557,0.588850764526055
