exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim
3,C1,R2,G1,20,0.8480599647266315,0.6325759222658333,1.0,0.5714285714285714,72.44987043821044
